no.,name,ra,dec,class,visual_flag,visual_class,single_epoch
333,J004556.23+512013.31,11.48429167,51.33703056,COMPACT,0,,
334,J004607.83+245632.56,11.532625,24.94237778,COMPACT,0,,
335,J004620.28+224943.35,11.5845,22.82870833,2-SIDE SEPARATED,0,,
336,J004635.89+141431.52,11.64954167,14.24208889,COMPACT,0,,
337,J004655.44+434038.94,11.731,43.67748333,COMPACT,0,,
338,J004700.43+565742.41,11.75179167,56.96178056,COMPACT_D,0,,
339,J004703.77+353922.63,11.76570833,35.65628611,COMPACT,0,,
340,J004705.92+031954.61,11.77466667,3.331836111,COMPACT,0,,
341,J004708.50-194917.77,11.78541667,-19.82160278,COMPACT,0,,
342,J004709.80+201729.47,11.79083333,20.29151944,COMPACT,0,,
343,J004719.49-133319.28,11.83120833,-13.55535556,COMPACT,0,,
344,J004731.58+255800.15,11.88158333,25.96670833,1-SIDE SEPARATED,0,,
345,J004732.36+234147.05,11.88483333,23.69640278,1-SIDE EXTENDED,0,,
346,J004741.06+271514.71,11.92108333,27.25408611,COMPACT,0,,
347,J004800.54+700552.46,12.00225,70.09790556,COMPACT,0,,
348,J004820.23+465533.82,12.08429167,46.92606111,COMPACT_D,0,,
349,J004836.98-242653.56,12.15408333,-24.44821111,COMPACT_D,0,,
350,J004844.32+453340.03,12.18466667,45.56111944,COMPACT,0,,
351,J004846.71+183823.92,12.194625,18.63997778,2-SIDE SEPARATED,0,,
352,J004857.00-223307.69,12.2375,-22.55213611,COMPACT,0,,
353,J004858.03-062831.02,12.24179167,-6.475283333,1-SIDE SEPARATED,0,,
354,J004901.38+225315.68,12.25575,22.88768889,1-SIDE EXTENDED,0,,
355,J004902.47+322020.25,12.26029167,32.33895833,COMPACT,0,,
356,J004931.92+324925.86,12.383,32.82385,1-SIDE SEPARATED,0,,
357,J004945.46+342234.02,12.43941667,34.37611667,COMPACT,0,,
358,J004945.77+483421.87,12.44070833,48.57274167,COMPACT,0,,
359,J004947.40-384832.92,12.4475,-38.80914444,COMPACT,0,,
360,J005007.36-141216.65,12.53066667,-14.204625,COMPACT,0,,
361,J005014.81+325523.30,12.56170833,32.92313889,COMPACT,0,,
362,J005021.54-045220.51,12.58975,-4.872363889,COMPACT_D,0,,
363,J005023.83+585109.83,12.59929167,58.85273056,COMPACT,0,,
364,J005026.79+003156.97,12.611625,0.5324916667,COMPACT,0,,
365,J005027.29+802703.85,12.61370833,80.45106944,COMPACT,0,,
366,J005028.69+761437.50,12.61954167,76.24375,COMPACT,0,,
367,J005028.91+251847.73,12.62045833,25.31325833,COMPACT,0,,
368,J005043.16-120628.49,12.67983333,-12.10791389,1-SIDE SEPARATED,0,,
369,J005108.20-065002.19,12.78416667,-6.833941667,COMPACT_D,0,,
370,J005120.86-280522.13,12.83691667,-28.08948056,1-SIDE SEPARATED,0,,
371,J005123.95+073046.47,12.84979167,7.512908333,COMPACT,0,,
372,J005202.85-355610.39,13.011875,-35.93621944,1-SIDE SEPARATED,0,,
373,J005222.84-382950.29,13.09516667,-38.49730278,COMPACT_D,0,,
374,J005232.58+862744.35,13.13575,86.46231944,COMPACT,0,,
