no.,name,ra,dec,class,visual_flag,visual_class
314,J021905.50-172513.11,34.77291667,-17.42030833,COMPACT,0,
315,J021907.01+012059.89,34.77920833,1.349969444,COMPACT_D,0,
316,J021921.16-184238.70,34.83816667,-18.71075,COMPACT_D,0,
317,J022028.21-130519.10,35.11754167,-13.08863889,1-SIDE SEPARATED,0,
318,J022035.15-215112.09,35.14645833,-21.85335833,COMPACT,0,
319,J022048.46-084250.40,35.20191667,-8.714,COMPACT,0,
320,J022051.24+250927.61,35.2135,25.15766944,2-SIDE EXTENDED,1,
321,J022105.46+355613.70,35.27275,35.93713889,COMPACT_D,0,
322,J022200.72-161516.48,35.503,-16.25457778,COMPACT,0,
323,J022239.60+430207.79,35.665,43.03549722,2-SIDE EXTENDED,1,
324,J022256.40-344128.71,35.735,-34.69130833,COMPACT_D,0,
325,J022314.23-111738.29,35.80929167,-11.29396944,COMPACT,0,
326,J022343.75-165637.71,35.93229167,-16.94380833,COMPACT_D,0,
327,J022428.43+065923.31,36.11845833,6.989808333,2-SIDE EXTENDED,1,
328,J022504.67+184648.79,36.26945833,18.78021944,COMPACT,0,
329,J022527.35+371027.58,36.36395833,37.17432778,COMPACT,0,
330,J022613.68+093726.68,36.557,9.624077778,COMPACT_D,0,
331,J022707.30+393140.11,36.78041667,39.52780833,COMPACT,0,
332,J022716.59+020159.98,36.819125,2.033327778,COMPACT,0,
333,J022732.08-084812.20,36.88366667,-8.803388889,COMPACT,0,
334,J022740.54-302603.58,36.91891667,-30.43432778,COMPACT_D,0,
335,J022833.72-371956.31,37.1405,-37.33230833,COMPACT,0,
336,J022850.04+672102.98,37.2085,67.35082778,COMPACT_D,0,
337,J022853.21-033737.09,37.22170833,-3.626969444,COMPACT_D,0,
338,J022928.44-364356.78,37.3685,-36.73243889,COMPACT_D,0,
339,J022959.39-103117.61,37.49745833,-10.52155833,1-SIDE SEPARATED,0,
340,J023045.71+403253.08,37.69045833,40.54807778,COMPACT_D,0,
341,J023145.89+132254.69,37.94120833,13.38185833,COMPACT,0,
342,J023151.82-393547.29,37.96591667,-39.59646944,COMPACT_D,0,
343,J023248.60+201717.30,38.2025,20.28813889,COMPACT,0,
344,J023320.41+344254.00,38.33504167,34.715,COMPACT,0,
345,J023349.19+022925.11,38.45495833,2.490308333,COMPACT,0,
346,J023536.72-293843.40,38.903,-29.64538889,COMPACT,0,
347,J023631.17-295355.49,39.129875,-29.89874722,COMPACT_D,0,
348,J023714.04+052649.99,39.3085,5.447219444,COMPACT,0,
349,J023734.02-360328.51,39.39175,-36.05791944,COMPACT,0,
350,J023752.40+284808.99,39.46833333,28.80249722,COMPACT,0,
351,J023813.66-092431.39,39.55691667,-9.408719444,COMPACT,0,
352,J023832.49-311658.18,39.635375,-31.28282778,COMPACT,0,
353,J023838.93+163659.29,39.66220833,16.61646944,COMPACT_D,0,
354,J023945.47-023440.90,39.93945833,-2.578027778,COMPACT_D,0,
355,J023951.25+041621.39,39.96354167,4.272608333,COMPACT_D,0,
356,J024005.25+421622.51,40.021875,42.27291944,COMPACT,0,
357,J024042.82+184800.10,40.17841667,18.80002778,COMPACT,0,
358,J024056.15-050441.98,40.23395833,-5.078327778,2-SIDE EXTENDED,1,COMPACT
359,J024104.80-081520.80,40.27,-8.255777778,COMPACT_D,0,
360,J024220.82+265337.71,40.58675,26.89380833,COMPACT,0,
361,J024224.27+174258.78,40.601125,17.71632778,COMPACT,0,
362,J024229.16+110100.69,40.6215,11.01685833,COMPACT_D,0,
363,J024302.93+004627.29,40.76220833,0.7742472222,COMPACT,0,
364,J024312.47-055055.28,40.80195833,-5.848688889,COMPACT_D,0,
365,J024330.88+712017.91,40.87866667,71.33830833,COMPACT_D,0,
366,J024516.86+240535.19,41.32025,24.09310833,COMPACT_D,0,
367,J024524.95-110716.78,41.35395833,-11.12132778,COMPACT_D,0,
368,J024610.17-294522.39,41.542375,-29.75621944,COMPACT,0,
369,J024611.82+182330.08,41.54925,18.39168889,COMPACT,0,
370,J024658.47-123630.81,41.743625,-12.60855833,COMPACT_D,0,
371,J024807.72-163146.41,42.03216667,-16.52955833,COMPACT_D,0,
372,J024918.01+061951.88,42.32504167,6.331077778,COMPACT_D,0,
373,J025014.39-273128.81,42.55995833,-27.52466944,COMPACT,0,
374,J025018.95-212940.30,42.57895833,-21.49452778,COMPACT,0,
375,J025037.96+171208.89,42.65816667,17.20246944,COMPACT,0,
376,J025134.54+431515.80,42.89391667,43.25438889,COMPACT_D,0,
377,J025159.22+373418.40,42.99675,37.57177778,COMPACT,0,
378,J025247.94-221925.50,43.19975,-22.32375,COMPACT_D,0,
379,J025315.59-012405.29,43.31495833,-1.401469444,COMPACT,0,
380,J025321.04+000560.00,43.33766667,0.1,COMPACT,0,
381,J025357.60+510256.50,43.49,51.04902778,COMPACT,0,
382,J025424.72+234326.50,43.603,23.72402778,COMPACT,0,
383,J025442.63+393134.71,43.677625,39.52630833,COMPACT,0,
384,J025612.84-213729.09,44.0535,-21.62474722,COMPACT_D,0,
385,J025642.60-331521.31,44.1775,-33.25591944,COMPACT_D,0,
386,J025740.99-121201.40,44.42079167,-12.20038889,COMPACT_D,0,
387,J025745.63+184705.38,44.440125,18.78482778,COMPACT,0,
388,J025807.31+203001.58,44.53045833,20.50043889,COMPACT_D,0,
389,J025814.04-390940.71,44.5585,-39.16130833,COMPACT_D,0,
390,J025850.52+054108.01,44.7105,5.685558333,COMPACT_D,0,
